locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMAGBKIO_03003	CDS	393	hupR1		COG2204	Hydrogenase transcriptional regulatory protein hupR1
IMAGBKIO_03004	CDS	1641	sasA_23	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_03005	CDS	1593	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
IMAGBKIO_03006	CDS	231				hypothetical protein
IMAGBKIO_03007	CDS	294				hypothetical protein
IMAGBKIO_03008	CDS	747				hypothetical protein
IMAGBKIO_03009	CDS	921				hypothetical protein
IMAGBKIO_03010	CDS	285				hypothetical protein
IMAGBKIO_03011	CDS	162				hypothetical protein
IMAGBKIO_03012	CDS	882	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IMAGBKIO_03013	CDS	396				hypothetical protein
IMAGBKIO_03014	CDS	1326		1.6.99.-	COG1252	NADH dehydrogenase-like protein
IMAGBKIO_03015	CDS	489				hypothetical protein
IMAGBKIO_03016	CDS	837				hypothetical protein
IMAGBKIO_03017	CDS	417				hypothetical protein
IMAGBKIO_03018	CDS	1137	frbC_2	2.3.3.19		2-phosphonomethylmalate synthase
IMAGBKIO_03019	CDS	1737				hypothetical protein
IMAGBKIO_03020	CDS	1746	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
IMAGBKIO_03021	CDS	318				hypothetical protein
IMAGBKIO_03022	CDS	648				hypothetical protein
IMAGBKIO_03023	CDS	1029	glk	2.7.1.2	COG0837	Glucokinase
IMAGBKIO_03024	CDS	618				hypothetical protein
IMAGBKIO_03025	CDS	573	sipT_2	3.4.21.89	COG0681	Signal peptidase I T
IMAGBKIO_03026	CDS	534				hypothetical protein
IMAGBKIO_03027	CDS	375				hypothetical protein
IMAGBKIO_03028	CDS	963				hypothetical protein
IMAGBKIO_03029	CDS	324				hypothetical protein
IMAGBKIO_03030	CDS	1923	pbpG_1		COG0744	Penicillin-binding protein 2D
IMAGBKIO_03031	CDS	1197	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
IMAGBKIO_03032	CDS	717	pyrF_2	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
IMAGBKIO_03033	CDS	705				hypothetical protein
IMAGBKIO_03034	CDS	216				hypothetical protein
IMAGBKIO_03035	CDS	144				hypothetical protein
IMAGBKIO_03036	CDS	2658				hypothetical protein
IMAGBKIO_03037	CDS	924				hypothetical protein
IMAGBKIO_03038	CDS	567				hypothetical protein
IMAGBKIO_03039	CDS	849				hypothetical protein
IMAGBKIO_03040	CDS	2067	dnaK2_2			Chaperone protein dnaK2
IMAGBKIO_03041	CDS	1002	dnaJ_3		COG0484	Chaperone protein DnaJ
IMAGBKIO_03042	CDS	870				hypothetical protein
IMAGBKIO_03043	CDS	537	dnaJ_4			Chaperone protein DnaJ
IMAGBKIO_03044	CDS	273				hypothetical protein
IMAGBKIO_03045	CDS	750	uppS_1	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
IMAGBKIO_03046	CDS	966	dacA	2.7.7.85		Diadenylate cyclase
IMAGBKIO_03047	CDS	1395	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IMAGBKIO_03048	CDS	453	mshD_1	2.3.1.189		Mycothiol acetyltransferase
IMAGBKIO_03049	CDS	2472	clpC_2		COG0542	Negative regulator of genetic competence ClpC/MecB
IMAGBKIO_03050	CDS	1137				hypothetical protein
IMAGBKIO_03051	CDS	168				hypothetical protein
IMAGBKIO_03052	CDS	228				hypothetical protein
IMAGBKIO_03053	CDS	318				hypothetical protein
IMAGBKIO_03054	CDS	369				hypothetical protein
IMAGBKIO_03055	CDS	219				hypothetical protein
IMAGBKIO_03056	CDS	363				hypothetical protein
IMAGBKIO_03057	CDS	756				hypothetical protein
IMAGBKIO_03058	CDS	363	yhjQ_1		COG1145	putative cysteine-rich protein YhjQ
IMAGBKIO_03059	CDS	798				hypothetical protein
IMAGBKIO_03060	CDS	1842				hypothetical protein
IMAGBKIO_03061	CDS	777	fetB		COG0390	putative iron export permease protein FetB
IMAGBKIO_03062	CDS	1149	desV_2	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
IMAGBKIO_03063	CDS	744				hypothetical protein
IMAGBKIO_03064	CDS	363				hypothetical protein
IMAGBKIO_03065	CDS	354				hypothetical protein
IMAGBKIO_03066	CDS	663	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IMAGBKIO_03067	CDS	1095	ycf3_9			Photosystem I assembly protein Ycf3
IMAGBKIO_03068	CDS	684	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
IMAGBKIO_03069	CDS	228				hypothetical protein
IMAGBKIO_03070	CDS	993				hypothetical protein
IMAGBKIO_03071	CDS	519				hypothetical protein
IMAGBKIO_03072	CDS	462				hypothetical protein
IMAGBKIO_03073	CDS	495				hypothetical protein
IMAGBKIO_03074	CDS	495	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
IMAGBKIO_03075	CDS	276				hypothetical protein
IMAGBKIO_03076	CDS	555				hypothetical protein
IMAGBKIO_03077	CDS	1338	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IMAGBKIO_03078	CDS	1095			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
IMAGBKIO_03079	CDS	381				hypothetical protein
IMAGBKIO_03080	CDS	498				hypothetical protein
IMAGBKIO_03081	CDS	1800	pal			Peptidoglycan-associated lipoprotein
IMAGBKIO_03082	CDS	594				hypothetical protein
IMAGBKIO_03083	CDS	1386			COG1055	putative transporter
IMAGBKIO_03084	CDS	678				hypothetical protein
IMAGBKIO_03085	CDS	861	cmpD_3	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
IMAGBKIO_03086	CDS	348				hypothetical protein
IMAGBKIO_03087	CDS	1191	rcsC_40	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_03088	CDS	951	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IMAGBKIO_03089	CDS	306				hypothetical protein
IMAGBKIO_03090	CDS	1143				hypothetical protein
IMAGBKIO_03091	CDS	3123				hypothetical protein
IMAGBKIO_03092	CDS	204				hypothetical protein
IMAGBKIO_03093	CDS	204				hypothetical protein
IMAGBKIO_03094	CDS	495				hypothetical protein
IMAGBKIO_03095	CDS	1518	kmo_2	1.14.13.9		Kynurenine 3-monooxygenase
IMAGBKIO_03096	CDS	492				hypothetical protein
IMAGBKIO_03097	CDS	945				hypothetical protein
IMAGBKIO_03098	CDS	654	dnaJ_5			Chaperone protein DnaJ
IMAGBKIO_03099	CDS	495				hypothetical protein
IMAGBKIO_03100	CDS	873	aroF_4	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
IMAGBKIO_03101	CDS	411	yqjF		COG2259	Inner membrane protein YqjF
IMAGBKIO_03102	CDS	783				hypothetical protein
IMAGBKIO_03103	CDS	297				hypothetical protein
IMAGBKIO_03104	CDS	3117				hypothetical protein
IMAGBKIO_03105	CDS	1692	mutL		COG0323	DNA mismatch repair protein MutL
IMAGBKIO_03106	CDS	1296	hisD_2	1.1.1.23		Histidinol dehydrogenase
IMAGBKIO_03107	CDS	1215	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_03108	CDS	1191	mshA_13	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_03109	CDS	2184				Iron-sulfur cluster carrier protein
IMAGBKIO_03110	CDS	1410				hypothetical protein
IMAGBKIO_03111	CDS	1080				hypothetical protein
IMAGBKIO_03112	CDS	966				hypothetical protein
IMAGBKIO_03113	CDS	984				hypothetical protein
IMAGBKIO_03114	CDS	1413	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_03115	CDS	1266	tuaB_2		COG2244	Teichuronic acid biosynthesis protein TuaB
IMAGBKIO_03116	CDS	1131	epsO_1	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
IMAGBKIO_03117	CDS	945				hypothetical protein
IMAGBKIO_03118	CDS	951				hypothetical protein
IMAGBKIO_03119	CDS	1182	mshA_15	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_03120	CDS	957	arnC_8	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IMAGBKIO_03121	CDS	957	arnC_9	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IMAGBKIO_03122	CDS	1272	tuaB_3		COG2244	Teichuronic acid biosynthesis protein TuaB
IMAGBKIO_03123	CDS	975				hypothetical protein
IMAGBKIO_03124	CDS	1050	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
IMAGBKIO_03125	CDS	594		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
IMAGBKIO_03126	CDS	546				hypothetical protein
IMAGBKIO_03127	CDS	684				hypothetical protein
IMAGBKIO_03128	CDS	1005				hypothetical protein
IMAGBKIO_03129	CDS	564	def_2	3.5.1.88		Peptide deformylase
IMAGBKIO_03130	CDS	204				hypothetical protein
IMAGBKIO_03131	CDS	210				hypothetical protein
IMAGBKIO_03132	CDS	468				hypothetical protein
IMAGBKIO_03133	CDS	1269	cpoB_6			Cell division coordinator CpoB
IMAGBKIO_03134	CDS	669				hypothetical protein
IMAGBKIO_03135	CDS	726	sfsA		COG1489	Sugar fermentation stimulation protein A
IMAGBKIO_03136	CDS	468	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
IMAGBKIO_03137	CDS	1581		2.7.8.-		Cardiolipin synthase
IMAGBKIO_03138	CDS	1164	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
IMAGBKIO_03139	CDS	273				hypothetical protein
IMAGBKIO_03140	CDS	693				hypothetical protein
IMAGBKIO_03141	CDS	729				hypothetical protein
IMAGBKIO_03142	CDS	3873	rcsC_41	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_03143	CDS	1521	purH			Bifunctional purine biosynthesis protein PurH
IMAGBKIO_03144	CDS	969	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IMAGBKIO_03145	CDS	960	cysP		COG0306	Sulfate permease CysP
IMAGBKIO_03146	CDS	1008	moaA_2			GTP 3',8-cyclase
IMAGBKIO_03147	CDS	213				hypothetical protein
IMAGBKIO_03148	CDS	1245				hypothetical protein
IMAGBKIO_03149	CDS	456	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IMAGBKIO_03150	CDS	579				hypothetical protein
IMAGBKIO_03151	CDS	540				hypothetical protein
IMAGBKIO_03152	CDS	1110	proB	2.7.2.11	COG0263	Glutamate 5-kinase
IMAGBKIO_03153	CDS	465				hypothetical protein
IMAGBKIO_03154	tRNA	89				tRNA-Ser(cga)
IMAGBKIO_03155	CDS	96				hypothetical protein
IMAGBKIO_03156	CDS	984				hypothetical protein
IMAGBKIO_03157	CDS	360				hypothetical protein
IMAGBKIO_03158	CDS	1218				hypothetical protein
IMAGBKIO_03159	CDS	381				hypothetical protein
IMAGBKIO_03160	CDS	192				hypothetical protein
IMAGBKIO_03161	CDS	810				hypothetical protein
IMAGBKIO_03162	CDS	1233	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
IMAGBKIO_03163	CDS	213				hypothetical protein
IMAGBKIO_03164	CDS	645	estB	3.1.1.1	COG0400	Carboxylesterase 2
IMAGBKIO_03165	CDS	1719				hypothetical protein
IMAGBKIO_03166	CDS	3021				hypothetical protein
IMAGBKIO_03167	CDS	738				hypothetical protein
IMAGBKIO_03168	CDS	261				hypothetical protein
IMAGBKIO_03169	CDS	1230				hypothetical protein
IMAGBKIO_03170	CDS	2031	pknD_21	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_03171	CDS	3735	rcsC_42	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_03172	CDS	1149	rcsC_43	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_03173	CDS	741	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
IMAGBKIO_03174	CDS	1386	ccsB			Cytochrome c biogenesis protein CcsB
IMAGBKIO_03175	CDS	336				hypothetical protein
IMAGBKIO_03176	CDS	714	pbsA1_2	1.14.14.18		Heme oxygenase 1
IMAGBKIO_03177	CDS	1383	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
IMAGBKIO_03178	CDS	909				hypothetical protein
IMAGBKIO_03179	CDS	213				hypothetical protein
IMAGBKIO_03180	CDS	480	mshD_2	2.3.1.189	COG0456	Mycothiol acetyltransferase
IMAGBKIO_03181	CDS	609				hypothetical protein
IMAGBKIO_03182	CDS	1146				hypothetical protein
IMAGBKIO_03183	CDS	276	mdtC_2			Multidrug resistance protein MdtC
IMAGBKIO_03184	CDS	210				hypothetical protein
IMAGBKIO_03185	CDS	915	pssM	2.5.1.98		Exopolysaccharide glucosyl ketal-pyruvate-transferase
IMAGBKIO_03186	CDS	1269		2.7.7.-		CC-adding tRNA nucleotidyltransferase
IMAGBKIO_03187	CDS	249				hypothetical protein
IMAGBKIO_03188	CDS	657				hypothetical protein
IMAGBKIO_03189	CDS	681	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
IMAGBKIO_03190	CDS	288				hypothetical protein
IMAGBKIO_03191	CDS	1368				hypothetical protein
IMAGBKIO_03192	CDS	1347	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
IMAGBKIO_03193	CDS	507				hypothetical protein
IMAGBKIO_03194	CDS	3174	bepE			Efflux pump membrane transporter BepE
IMAGBKIO_03195	CDS	1320	mdtA_6			Multidrug resistance protein MdtA
IMAGBKIO_03196	CDS	369				hypothetical protein
IMAGBKIO_03197	CDS	1932	ppsA_2	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
IMAGBKIO_03198	CDS	591	ppsA_3	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
IMAGBKIO_03199	CDS	327	frp			Fluorescence recovery protein
IMAGBKIO_03200	CDS	960				Orange carotenoid-binding protein
IMAGBKIO_03201	CDS	1461	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
IMAGBKIO_03202	CDS	609	kdpC_1		COG2156	Potassium-transporting ATPase KdpC subunit
IMAGBKIO_03203	CDS	213				hypothetical protein
IMAGBKIO_03204	CDS	2127	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
IMAGBKIO_03205	CDS	1740	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
IMAGBKIO_03206	CDS	1116	sasA_24	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_03207	CDS	687	degU_3		COG2197	Transcriptional regulatory protein DegU
IMAGBKIO_03208	CDS	2298	cph1_2	2.7.13.3		Phytochrome-like protein cph1
IMAGBKIO_03209	CDS	447	rcp1_3			Response regulator rcp1
IMAGBKIO_03210	CDS	1158	sasA_25	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_03211	CDS	516				hypothetical protein
IMAGBKIO_03212	CDS	1926	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
IMAGBKIO_03213	CDS	1107				hypothetical protein
IMAGBKIO_03214	CDS	1044	yhhT_1		COG0628	Putative transport protein YhhT
IMAGBKIO_03215	CDS	297				hypothetical protein
IMAGBKIO_03216	CDS	786				hypothetical protein
IMAGBKIO_03217	CDS	378				hypothetical protein
IMAGBKIO_03218	CDS	1263	sasA_26	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_03219	CDS	300				putative 30S ribosomal protein PSRP-3
IMAGBKIO_03220	CDS	1680	pknD_22	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_03221	CDS	3066				hypothetical protein
	repeat_region	618				
IMAGBKIO_03222	CDS	912	rhaR_17			HTH-type transcriptional activator RhaR
IMAGBKIO_03223	CDS	402				hypothetical protein
IMAGBKIO_03224	CDS	432				hypothetical protein
IMAGBKIO_03225	CDS	546	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
IMAGBKIO_03226	CDS	795				hypothetical protein
IMAGBKIO_03227	CDS	942				hypothetical protein
IMAGBKIO_03228	CDS	942				hypothetical protein
IMAGBKIO_03229	CDS	564				hypothetical protein
IMAGBKIO_03230	CDS	804				hypothetical protein
IMAGBKIO_03231	CDS	2343				hypothetical protein
IMAGBKIO_03232	CDS	969				hypothetical protein
IMAGBKIO_03233	CDS	738	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
IMAGBKIO_03234	CDS	462	bcp_3	1.11.1.15	COG1225	Putative peroxiredoxin bcp
IMAGBKIO_03235	CDS	642	hpf		COG1544	Ribosome hibernation promotion factor
IMAGBKIO_03236	CDS	666	lipB	2.3.1.181	COG0321	Octanoyltransferase
IMAGBKIO_03237	CDS	255				hypothetical protein
IMAGBKIO_03238	CDS	480				hypothetical protein
IMAGBKIO_03239	CDS	1506				hypothetical protein
IMAGBKIO_03240	CDS	789				hypothetical protein
IMAGBKIO_03241	CDS	777				hypothetical protein
IMAGBKIO_03242	CDS	525				hypothetical protein
IMAGBKIO_03243	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
IMAGBKIO_03244	CDS	522	ycf3_10			Photosystem I assembly protein Ycf3
IMAGBKIO_03245	CDS	702	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
IMAGBKIO_03246	CDS	633	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
IMAGBKIO_03247	CDS	228				hypothetical protein
IMAGBKIO_03248	CDS	561				hypothetical protein
IMAGBKIO_03249	CDS	747				hypothetical protein
IMAGBKIO_03250	CDS	1056			COG5592	DNA nickase
IMAGBKIO_03251	CDS	606				hypothetical protein
IMAGBKIO_03252	CDS	687	chlM	2.1.1.11		Magnesium-protoporphyrin O-methyltransferase
IMAGBKIO_03253	CDS	927	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
IMAGBKIO_03254	CDS	489				hypothetical protein
IMAGBKIO_03255	CDS	381				hypothetical protein
IMAGBKIO_03256	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
IMAGBKIO_03257	tRNA	74				tRNA-Asp(gtc)
IMAGBKIO_03258	CDS	1527	spkA_1	2.7.11.1		Serine/threonine-protein kinase A
IMAGBKIO_03259	CDS	1605	spkA_2	2.7.11.1		Serine/threonine-protein kinase A
IMAGBKIO_03260	CDS	1185				hypothetical protein
IMAGBKIO_03261	CDS	1485				hypothetical protein
IMAGBKIO_03262	CDS	1179	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
IMAGBKIO_03263	CDS	441				hypothetical protein
IMAGBKIO_03264	CDS	243	mazE		COG2336	Antitoxin MazE
IMAGBKIO_03265	CDS	1074				hypothetical protein
IMAGBKIO_03266	CDS	474				hypothetical protein
IMAGBKIO_03267	CDS	750				hypothetical protein
IMAGBKIO_03268	CDS	792			COG0327	GTP cyclohydrolase 1 type 2 
IMAGBKIO_03269	CDS	216				hypothetical protein
IMAGBKIO_03270	CDS	159				hypothetical protein
IMAGBKIO_03271	CDS	312				hypothetical protein
IMAGBKIO_03272	CDS	1668				hypothetical protein
IMAGBKIO_03273	CDS	135				hypothetical protein
IMAGBKIO_03274	CDS	459				Orange carotenoid-binding protein
IMAGBKIO_03275	CDS	591				hypothetical protein
IMAGBKIO_03276	CDS	288				hypothetical protein
IMAGBKIO_03277	CDS	726				hypothetical protein
IMAGBKIO_03278	CDS	1455				hypothetical protein
IMAGBKIO_03279	CDS	2916	sasA_27	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_03280	CDS	105				hypothetical protein
IMAGBKIO_03281	CDS	1833	egtB_3	1.14.99.50		Hercynine oxygenase
IMAGBKIO_03282	CDS	396				hypothetical protein
IMAGBKIO_03283	CDS	741				hypothetical protein
IMAGBKIO_03284	CDS	816	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
IMAGBKIO_03285	CDS	954	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
IMAGBKIO_03286	CDS	318				hypothetical protein
IMAGBKIO_03287	CDS	894	rssB_9			Regulator of RpoS
IMAGBKIO_03288	CDS	2187	menF_2	5.4.4.2		Isochorismate synthase MenF
IMAGBKIO_03289	CDS	246				hypothetical protein
IMAGBKIO_03290	CDS	843	trpC_2	4.1.1.48		Indole-3-glycerol phosphate synthase
IMAGBKIO_03291	CDS	225				hypothetical protein
IMAGBKIO_03292	CDS	471				hypothetical protein
IMAGBKIO_03293	CDS	135				hypothetical protein
IMAGBKIO_03294	CDS	405				hypothetical protein
IMAGBKIO_03295	CDS	402	divK			Polar-differentiation response regulator DivK
IMAGBKIO_03296	CDS	1038	hmuU_1		COG0609	Hemin transport system permease protein HmuU
IMAGBKIO_03297	CDS	780	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
IMAGBKIO_03298	CDS	2634	btuB_14			Vitamin B12 transporter BtuB
IMAGBKIO_03299	CDS	888	yfmC_3		COG4594	Fe(3+)-citrate-binding protein YfmC
IMAGBKIO_03300	CDS	1185	metK_1	2.5.1.6		S-adenosylmethionine synthase
IMAGBKIO_03301	CDS	2988		7.2.2.10		Calcium-transporting ATPase 1
IMAGBKIO_03302	CDS	459				hypothetical protein
IMAGBKIO_03303	CDS	339				hypothetical protein
IMAGBKIO_03304	CDS	912				hypothetical protein
IMAGBKIO_03305	CDS	282				hypothetical protein
IMAGBKIO_03306	CDS	210				hypothetical protein
IMAGBKIO_03307	CDS	816				hypothetical protein
IMAGBKIO_03308	CDS	1020				hypothetical protein
IMAGBKIO_03309	CDS	264				hypothetical protein
IMAGBKIO_03310	CDS	438				hypothetical protein
IMAGBKIO_03311	CDS	663				hypothetical protein
IMAGBKIO_03312	CDS	807				hypothetical protein
IMAGBKIO_03313	CDS	642				hypothetical protein
IMAGBKIO_03314	CDS	696	gph_3	3.1.3.18		Phosphoglycolate phosphatase
IMAGBKIO_03315	CDS	627				hypothetical protein
IMAGBKIO_03316	CDS	717	walR_3		COG0745	Transcriptional regulatory protein WalR
IMAGBKIO_03317	CDS	132				hypothetical protein
IMAGBKIO_03318	CDS	198				hypothetical protein
IMAGBKIO_03319	CDS	651	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
IMAGBKIO_03320	CDS	195				hypothetical protein
IMAGBKIO_03321	CDS	1299	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IMAGBKIO_03322	CDS	162	smtA			Metallothionein
IMAGBKIO_03323	CDS	474				hypothetical protein
IMAGBKIO_03324	CDS	1575	spkB_2	2.7.11.1		Serine/threonine-protein kinase B
IMAGBKIO_03325	CDS	705				hypothetical protein
IMAGBKIO_03326	CDS	1002				hypothetical protein
IMAGBKIO_03327	CDS	120				hypothetical protein
IMAGBKIO_03328	CDS	1119	epsO_2	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
IMAGBKIO_03329	CDS	1074	recA			Protein RecA
IMAGBKIO_03330	CDS	1107	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
IMAGBKIO_03331	CDS	882	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
IMAGBKIO_03332	CDS	2670	rcsC_44	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_03333	CDS	939				hypothetical protein
IMAGBKIO_03334	CDS	540				hypothetical protein
IMAGBKIO_03335	CDS	813				hypothetical protein
IMAGBKIO_03336	CDS	153				hypothetical protein
IMAGBKIO_03337	CDS	831				hypothetical protein
IMAGBKIO_03338	CDS	606				hypothetical protein
IMAGBKIO_03339	CDS	468				hypothetical protein
IMAGBKIO_03340	CDS	2619	leuS	6.1.1.4		Leucine--tRNA ligase
IMAGBKIO_03341	CDS	432	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
IMAGBKIO_03342	CDS	924	rihA_2	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IMAGBKIO_03343	CDS	873				hypothetical protein
IMAGBKIO_03344	CDS	573	nrtB_2		COG0600	Nitrate import permease protein NrtB
IMAGBKIO_03345	CDS	3156				hypothetical protein
IMAGBKIO_03346	CDS	3870				hypothetical protein
IMAGBKIO_03347	CDS	1530				hypothetical protein
IMAGBKIO_03348	CDS	543				hypothetical protein
IMAGBKIO_03349	CDS	2580				hypothetical protein
IMAGBKIO_03350	CDS	1305	trpB_2	4.2.1.20		Tryptophan synthase beta chain
IMAGBKIO_03351	CDS	276	cysO		COG1977	Sulfur carrier protein CysO
IMAGBKIO_03352	CDS	345				hypothetical protein
IMAGBKIO_03353	CDS	1053	ltaE	4.1.2.48		Low specificity L-threonine aldolase
IMAGBKIO_03354	CDS	630				hypothetical protein
IMAGBKIO_03355	CDS	495				hypothetical protein
IMAGBKIO_03356	CDS	1077				hypothetical protein
IMAGBKIO_03357	CDS	834				hypothetical protein
IMAGBKIO_03358	CDS	708				hypothetical protein
IMAGBKIO_03359	CDS	987				hypothetical protein
IMAGBKIO_03360	CDS	1383				hypothetical protein
IMAGBKIO_03361	CDS	264				hypothetical protein
IMAGBKIO_03362	CDS	1470				hypothetical protein
IMAGBKIO_03363	CDS	759				hypothetical protein
IMAGBKIO_03364	CDS	1182				hypothetical protein
IMAGBKIO_03365	CDS	306				hypothetical protein
IMAGBKIO_03366	CDS	2097	btuB_15			Vitamin B12 transporter BtuB
IMAGBKIO_03367	CDS	4023				hypothetical protein
IMAGBKIO_03368	CDS	321				hypothetical protein
IMAGBKIO_03369	CDS	1683				hypothetical protein
IMAGBKIO_03370	CDS	4431				hypothetical protein
IMAGBKIO_03371	CDS	4008				hypothetical protein
